NU_INSCRICAO,NU_NOTA_MT
664f44258212a1f7e4086f2b4845d586c543fa3f,473.3004313225863
265cd7befa74a9f2a198fc57baec9858075f8419,459.91300451925235
6f9ac44919bbd204e0ef15185388fd2d4bc61253,484.17346255972836
78de1ee60b55766cc3eba4089e36c57139b66ebd,453.8400056640195
24550edb10f283ef4e953fd6a8fedbfa211bd456,0.4355408402228218
1e61a474acdc043eb39a89c17fab34bd2ea1a940,432.2251667062867
940af68ded6af2875708611051aa7ff3f134d80b,486.7996766565376
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,472.11035572133306
c76ddf6e9f80984e901b12f9462a3cf029bea290,487.6428266098559
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,447.64787815787304
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,8.79215051146389
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,2.7277107327732706
92823d467a2ced9529801e0e8a94802dd88f0c17,439.3739745175465
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,569.3025983122998
413cbb38b2e2522f8167ffb9daeac1347b281393,475.5982190143507
68985fad004092956a4b4ce94dd53dc76d07eaf7,479.2987055248196
bdca9aeb19521675af15f2c28d86f6bebc45a834,511.8356749534562
b65b19d42b7a4b644fe9f99366dcb37b120862d9,445.88433349284577
eda898aa8ec465cbac70de72ead0c6d688e5f95a,436.8371606255758
5357b6c09be4c7f3829b72f80de846a9228253cb,0.4355408402228218
8d5c4481d736f6ce27976e400f4245bf10757608,437.93261702522335
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,0.4355408402228218
089613ac7dca24109f84c72a97c83b2768b1df1c,0.4355408402228218
527773409bf373301dbd835e59a263c035c043b8,0.4355408402228218
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,0.4355408402228218
c4cea54435c0fd0e171eed4c215479bb3ca86113,442.858051222668
7d5cd89c6112b9a202a025a24355135bc60848c6,476.1239056815871
b70ab62384aa80545928a311f5b5d3db2f4d87ee,523.1471380420951
c96431dd924f366d2229a7f1455388b8cd85be49,579.4167771434854
1b72da5bb82cc150ecfe71218c02f155d694230b,0.4355408402228218
e429507efe1c2680cc464481850117d17083cd88,0.4355408402228218
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,443.3449694379247
e724482370ae6126008ade80b564ad8d8a0a7cbd,447.5620226043329
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,603.3101899704242
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,0.4355408402228218
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,466.9809825535275
7f898f8939ae054359f83ee154bb91bc7dd2c959,555.9379021191836
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,464.75026667081124
82e3b12c6366008fabc238f299f117074e78de5d,428.01502007291054
0d838be0e718ceb786cdb10fcc12559e00440240,486.75433567810654
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,468.2252240598541
5a9d89465845ac2d81366275cbb1a81d627efd36,0.4355408402228218
c83fe640ba466ba904ac1055e53a875289888797,438.3900431535523
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,462.56317679619684
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,430.25902035210726
328639a0c753715c30a58bae70c82f2101153eb3,439.8263922513678
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,0.4355408402228218
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,516.0237983346873
f56746cc2900258507d2b32c126f8db090db856f,438.91229950886924
1a4963b5fea8bb25c67750cdafbe84b01efad177,435.5951276495106
b520c940e62f4ed684417e7eacf00d85752060da,482.97640619155703
2e170cf2651ed448991af6fc5df15167733b2d8f,481.471109436382
6efdd93a0ae289be6bb5a400bfc1deb077d75886,440.55659110028097
72ac2acc787d8cba0934cca3810ac091d792c8db,545.6332282872405
92a25eee14554806f081869cc9dac868fd1860fb,437.8635381811905
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,422.98050554691696
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,455.0156390023241
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,514.4694390959831
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,440.11474525702897
1730807e4916c5f7e8ab21e02ac5657bcea3e732,0.4355408402228218
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,452.33656669472066
1a46d99716282410d1170f0f35069b34e34415d4,421.4311098376777
0467e022da4ef897f666bc76f31e1bc8976f7e92,478.7336345151391
993aca0d5eac6741117947c82a3647102096255e,450.46847957020543
94c96ade6ade21deb080bba6aad537fc4f195d47,500.648128513413
36bb672077a46a3e4755cef90437a616d28bdf23,441.6782295893189
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,430.8608389351109
328ca19128d276eb4fbc309c54ec7f346c803d2f,755.0039435975366
27cdb62f0a2a5467efeb30aafbf246ed2320c532,419.3203272266993
c52cae37c3653620bbec72264c502f45ca2a8671,0.4355408402228218
f9ef2695eb0986666093945894b8f2fee351bf22,495.10630196887615
2178c497293d0cab01ce74f5105b1a398fb12d8e,0.4355408402228218
e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.4355408402228218
8a021391cdaac100dab56c59284bd50137a74129,543.1484425381827
12ee0df69325d97cb95404958c4acf4112aeab8a,0.4355408402228218
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,504.2066833381475
66cf0f8b5af2466f9616fd15c0c10344df84982a,0.4355408402228218
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,443.16771843255333
60edc5708acd60680891ea15379dd07c7a5924ff,0.4355408402228218
b9f786712775e0d1d735398d710b01f404c985a3,424.8414134284344
564958997e204bda06fbe90afc4722805c78a855,556.6209283207611
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,422.98050554691696
527098f4ee3ceb5c393981930d23b8fe154f4db9,0.4355408402228218
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,479.24564301091107
8296743fdd105ce9183561cf5b359b0a3781465e,447.3755819932366
a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.4355408402228218
6602c7f15a1fdd082265b64976448c6809df792d,450.3638388387119
31ae66f0fe024acae4490915c348e487f2367574,507.8493838097604
81901aa980653106e64863d957387d24e2c00af3,428.1724068542392
28e10d1bd0b6effe0edd503446ebda948ad240ad,443.94948010146913
53a7ee52a87f80241e2ca13c923e06b72bf3a059,425.3003852630989
50be5f75fdaedae454b0c3d63b7277854bd08d8f,6.863673078438265
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.4355408402228218
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,572.5474443403311
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.4355408402228218
02681b5c893b94db204713cb4b20dde6fc3f2f95,512.5335166616856
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,434.737160814991
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.4355408402228218
28c6829e69879bc1d34db1cd51b89562d3cc596b,516.9667368262433
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,455.93193112635225
96715a069fbcb2e84b26a01563921962ccc4601e,0.4355408402228218
923538833160e8432636c88e8119378a43b3d766,455.92992148574876
aacb834258765a2959ee63c57d2be4923d11a696,463.3752169321386
c32e484025571dd94255a77f21de08ab8d2aaba8,488.85843753265226
d425deeec0a3c7006f14d732eff8933d5155067f,481.2116771180275
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,470.37805598488404
716a178e9a6f7791b820da77879943ac9040a547,456.2084118984485
430212cd8767ef2bff8cda0f61729203fef7523e,440.9007125739871
e97d33221238e445688a0e984778d4ecac788be2,496.00408661202204
695c9481580951d830c4431fc6c9dee778ba9ca1,0.4355408402228218
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,484.1189681549559
0411742cbb54fe1b6927b25f0bb52b885828c828,452.7661623625602
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,417.3635392886086
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.4355408402228218
e4e7a38b58319ad0a5cde4848622b21783c907e9,480.0020479706019
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,576.0564205638681
aec1b63c3f0c9554e533752d8fe138ca82101d4a,445.160648067098
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,480.0020479706019
4b48d500ba4410546ce01f7f6d44bcbafa73994f,437.74544631553397
edf33c347c866d26872f540bcc1f6ae415f3294c,456.93903642299784
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,504.0206309800407
3a265ea6ebdc4eb2520db912adf5592f03b3d634,438.7738110189849
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.4355408402228218
0ade5488fd62db34c11a369bdbb4327faacc1635,0.4355408402228218
e418fbb77e6ff4103205f3b7f6a66d53183d809b,443.6238654246113
8ddbfe70cd41135cb6f125335a48d100789edbf7,420.69980417654494
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.4355408402228218
1d3e406d0223d4cb0328850d689ba9fcadf62776,434.75008371479873
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.4355408402228218
ecaf075653faf2dcdf946c0ce50629f5083347c0,443.34035044747
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,478.2365047814633
d43894c5e83bb3a7e5000636295b0b050de19309,0.4355408402228218
5b7877d12550dd35d27a02b66a13f2a27bce11ca,432.9244361839376
18f800ec03e33ebad5fb97aa8465dd3e5961337e,438.2439941918224
bb39cc6296f2c9da3963994899c5c34b50965720,0.4355408402228218
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.4355408402228218
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,473.57033502395745
e887be276bf553575b20ed1a0de8833d9cb7e247,0.4355408402228218
cc8794762ffa592758b5117d67e0d02e2e8b9c49,504.3766772005149
894d277c608610fa8c31db531f64582b9569b2e9,426.82036201563477
b2e029961aa0f20071b74708e0d97e6f200ec582,464.5114572078357
12c7d85e168b09a0278df140a22bcb0052a59b0a,437.42866942449007
64c4892488a9c6281bdabf467a0b5a6382d248e6,461.81602935421813
944e790f6e64eccf6df361247858165f17dd7abb,0.4355408402228218
ac112e94587e6e4249b7182329ee5a5040ae94ea,512.9370821657802
a58cf11e498228f9aaca92b0c49f955a6163fb59,448.6657518806856
e8c84701c041b7f3b39f3125a0449fa633589fbe,496.18429901426003
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,624.8491648075309
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.4355408402228218
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,436.6783181042684
e64ad901853230e396be49311ea98121c348fac6,457.54229499526565
8532af19be3729ea233c1f29e4c015820fc7fb3a,478.34841041868833
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,454.69997931393857
26853fd075fe27954772c3070997635b94f32b83,431.0827373449258
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,528.3284610176303
574ec310dee846f9ae8eb278480257d463f6fbcc,487.0623678151506
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.4355408402228218
8a46e35787225c3e7adef2b998ad9c93a952106b,536.1663903595067
b62bf908b504e8c6898777a7f5b88afed358caea,441.60431691534325
10d22971ca4f53fc62d02905809ff1c37fbb68fc,622.367338213306
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,425.08556622451437
cad47b624b484cb16291449cee30707a46c20199,0.4355408402228218
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,530.531074596849
bb6c0df09cb6663f142ce6da382b804353453af2,0.4355408402228218
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,462.5311740564459
7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.4355408402228218
d76614020539405f481c0f5ffb9e6f88a0bf21b7,441.5765465962379
5ce2df96a99343819ead41bf242044177439696d,0.4355408402228218
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.4355408402228218
a9216c3fc0c0bf14cda0ca26a71c205458b74896,0.4355408402228218
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,507.4447547597045
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,448.31104237055695
176b027cd932b17fcb6f119cfcef338a175062b8,446.8954135957262
41474f2dda61d97f38ba79906d3dbcce223d1bd1,516.1692541621435
421eb738f9e2ea73e5f4227c915762d6421102ac,0.4355408402228218
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,481.0734910024772
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,6.440719147820615
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.4355408402228218
d4e97da32ccb6987ec074aa48c24ce949c05a78c,441.21799026183265
fa556e489987a0588e9a8edb5327e2bde1679670,0.4355408402228218
95c1d266a2524560761df98b376c17604733a6ad,523.9471234277404
c11c4303d2632cde64105a35554ecb77a8564260,465.2553330783198
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,474.1995418812288
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,519.7819474569854
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,443.42815012456094
580c34923cbde328e0aef1641dd02033fc862c04,456.1699063356476
156e1fb82056b0f6953c443446eb4dcceed7c03b,0.4355408402228218
29d8bf198da9caa59047268faca60207da24d1b7,531.3432025807101
1b3f80a1cd9fff0408e96169fcaf006936b34fed,452.0886284325013
b5932043b62e0c58e16e2cc2c9d5489390e5c895,463.2886632283637
99092cc60948943c59d68d62ed81a75a03059113,457.9948150895194
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,-13.097420281816476
dd69fca6f17420dc911016a79e70583ca7ea330d,422.37989349467176
d387995af060965fb9d18973f3dbf4904f071066,420.8697185054344
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,466.71531238094417
543674772357cf9d8a7a8e7dfb89384af80ec30e,489.0434292451228
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,431.5654878727339
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.4355408402228218
0736d379ea0962e316ce84cce8e883321be36abb,429.4312838602596
98cc842c547c69a0d27776e272fd8b61131b0b37,422.98050554691696
890b7696fa85ca2b3e90b3951efec2135e88d5cf,448.7648499640078
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,713.5201617823255
d84b48f7dc7a6e387e6e985525143589754c5b13,452.0561923846756
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,489.9721699632041
dc4fe9d4124d9278f58f6f999711116a3fe58be7,472.11035572133306
f6624d763619c0898b34dc02adf06f53a1721cd0,458.82157786640465
60b1c12559860e7ad966da4c4db5c78e17278fc0,490.99766129919743
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.4355408402228218
4f365503582b97ea96462d0d36895a5e7f5926df,435.78557411328063
c80869804effb21d50cc8fff3f4c27ba5521240c,416.02967577306293
d0f351638d60e84b890a498d69c9a7961cdcdf36,455.2353752305882
48e8ec135997ff3676648d5c144c3c7150a7bbb1,423.40053336804795
45484014aefd10ea3e4b08fb93e66c251709cca6,437.8635381811905
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,442.28584847619703
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,422.0225905057483
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,582.2419417799852
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,437.8259371224855
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,561.4519754694838
c83c66733c5bd90a59996e473bb69e44f6522976,418.8297028779896
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,0.4355408402228218
4c373daf5547a6292c4905696c148ec83f95f083,0.4355408402228218
4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.4355408402228218
87f89c855f377c5b100ad2986cc6569e31d94a98,560.7817661288117
d0d8601aab147c191ae37365a930c1ed3eb0414b,0.4355408402228218
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.4355408402228218
eaecf3dd32668664e1dcc2d6c7a69042824806a6,437.8635381811905
d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.4355408402228218
c59b370d3aa06b68878c836bceac844953d74972,443.1167618039358
5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.4355408402228218
b2128312e70fdb830091aecb6b27d82617e2e226,411.12836704337826
8257941af168c0cc15f28bd596fd922352dae732,429.7715639528667
854ce153823802674f35bbe1ec010b12e9b3a56f,431.8727433371865
27f1db4e266b154f6f7fbef9c225fab472652a7b,435.1379324417371
11b90bed4a05d11169f308370faf81d6e9ca2c4f,425.2673557144955
5c55b7aeae6cb75ec715b4629812175239e45c15,0.4355408402228218
1391c7de937e0fea2ad23ebb111e513bf2aca2af,0.4355408402228218
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.4355408402228218
39c22d725a24b290af887b25175ae0a8d560db4b,0.4355408402228218
e001e1d73163c327a4d800697b1b36cd6921f60d,460.97822823690626
b83424ca8973e4b2eebf6eb9e26e842999432d22,415.2682571920004
202da3f471204ad489ebf0c3856437337534112d,0.4355408402228218
912d751c54b46c860c5ba61666fc6fc59ca2689d,410.15817178081534
8376d681a277c58f06ab633a06eaa66391126246,0.4355408402228218
e114f7b197069bde8e158a0dbeaa022dd0c4e280,438.3448651510631
fa84edf183bd459ea9394d77bdc191683a75ff66,540.6329383355256
76190ff09a736ff83169394b770699b2709c5a27,478.0724789189822
515db15df8581ae72bb8e8358833016adee74e02,440.64896169824726
e2a05053c19e6fba60d0e582e6c7f371728a7106,454.1715866058613
66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.4355408402228218
2378556841bc8d5746f2b94d6adefc2db20f9518,525.3542095330442
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.4355408402228218
796d558152d241567f8a72b535a5e36fe78886f3,437.5713880267712
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,540.8226219434072
3c748fc7a94edb7ac1484373751ffa8574a3281d,435.1379324417371
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,404.7852638990038
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.4355408402228218
10a1e8808e744c619376bff659f859cd71e8c41d,446.815598785034
fc959dafc37dde3f173f083486d84ce5c817443f,446.8564419722807
6979d91c0a1903a336c640e14eed100821a0e24d,449.01548686253113
d4e37c4c1235ce014392f6c8ba0436f195b9e459,519.364525867522
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.4355408402228218
565a955a60c6073157aa869c0351c626a7171ef3,540.3437099659445
5697c01ee87a008056ebc0993a1028b41a26d251,0.4355408402228218
99be797e423b5ae08fe342ea772738f71975df47,634.5762466762155
b579ea83f2d6c15b2c717d16a89827d65f39904b,466.91426106341595
e9373b5c22567bec508f2fa2580e4dc3ff687caa,522.5584528540832
a465af361b68bd536dd8bf61d522b9b21755ab60,510.1118544315762
c8feec2a94d996d03534ce935dec7a034667f107,786.7813486469937
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,463.0525406788202
f4f7888cfe88b7a3b0f3d94749921976353ae82c,469.54451748177473
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,472.11035572133306
2e466f15ac7b80870736fac2d0cf4bd7f362e852,444.18282722358884
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.4355408402228218
fc83a5c665f70f39b4c7d326118cbf21a898e660,579.2641854634631
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.4355408402228218
ced4913c2220be57c54bc9f87bb4f441d5976671,456.58694410413113
880ade460a231d722e8bb0e4d17f3c8f77663d37,421.6148072749621
7c869f5b89ddf3130c87011b6508ee59e32682c5,445.69185382601273
9027f65d4e576928ca59690c280050c53d66506a,680.297412403866
09eb415bcb9842d207139c8bddf32427a134d51e,522.8862829168539
f8224c83e27f4921df62876f7ff660b1dab3d974,469.8188941193672
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,0.4355408402228218
dfec3182aec0997207e0845b072498065ec89aac,648.6770865235663
d653549f6d0ba70e2113b2cc56e9a83e331d2462,558.5350196382599
e95674df974af80342f676ca9e3540aecec2b8dc,485.54456835446103
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,524.886795973569
2b7b15015ab18dc51893827c7e3f01d931a70410,0.4355408402228218
22d86e8b43a9412df86ec15ac231b9919e3ec905,454.9745709923029
1c61035799f6afe7f44c1fb68567d7a8945c3943,581.0517988816273
d5ed4b8732b0d7127a64f7e71137d321c56cc198,437.4697504705561
63edbbe59337f861a710bee4fe8a691d231f23da,420.93334899590405
f62bf9257782d839d38f84376b79611ed0de655d,0.4355408402228218
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.4355408402228218
21b8ef230efbfca6b5f15b36a3243d76ed390967,512.8199636239307
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,416.9039697977042
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.4355408402228218
3de3c134579726fe4606b7a05f82ce19f00adb09,669.1756526611235
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,432.0432529809424
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,433.3069848013138
520c60d32fd2af8be76abd332859b36d8ae45900,455.8706191640561
6cb6e2310b52c2898e500f81bea938446592568b,477.84516098133923
0193b535914e1c5a445bede11a408bf1709cd3cb,457.8216994416809
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,484.1189681549559
c512a461034cd90a9c5f1a32332b748041cfeba3,0.4355408402228218
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.4355408402228218
9b378e3937af8e97d4753cdf0c8917306354aaaf,476.63413296255857
1c92f54a5fe563622a0e23cf116461a7e147efd8,545.8539034576811
90facc45f7578775e3278aa0bd4fb59dad4d37c1,445.24873323271737
563bd02a1204c85e79026a020ba5af29bce95c12,5.53089648650828
c8062c4cc7e023996bd37b87295f5a2957ddb172,451.07749688767046
ea7cc5987f9cc7f756d501961f64fa5769013823,0.4355408402228218
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,593.062688659029
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,437.6277025879621
1b61f7e184c7040ae4cea725153965e1f7f75308,431.5654878727339
aea68e00d370c2a0cfd02bf868824dec427bf23a,0.4355408402228218
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.4355408402228218
95a9c65324583892b2d1a0c1c5163488f92d4a6d,415.1922898829273
5b7e7632cf766876026d0da6aa7c6df77bc13438,439.67305371783806
a3be14b06b7aef01331da18e7a1678222b563151,0.4355408402228218
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.4355408402228218
96fd0462597b8cf21b1e918c1947106cd8359e5d,491.4213411302574
5c1cef937c40bf8c30c119160bedde7ef679454e,608.2588463539657
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.4355408402228218
271a7e5b703fc3f29f6669415048a760e6355c5b,0.4355408402228218
e39fbeab552a4b6492346d821d095c3a0d691555,445.34110383068366
93694c58636eabfe86550e734efb3775ba4d739f,491.42163861792466
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,685.6818832090066
6c05e70130682975c1485a862b6e08b895650671,435.5951276495106
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,421.86648590965535
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,417.4582676483725
283df09083d3c7bec2590f22355c7ba32ec88623,491.6759332951596
40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.4355408402228218
ff362d0a648559b9146fb97ee248eb423c3d6a50,0.4355408402228218
717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.4355408402228218
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,557.8470106028275
23131f453efc29c2af9553d307692c60a3add1ae,446.4683506693817
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,433.1053575032856
941646a7d24ee2837d7de90ff0a736bb8f61d68c,423.25418078863197
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.4355408402228218
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,518.121461622176
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,428.9829454657775
72882a9cffe151d94be90e02ce3967a91b628099,475.9421645176948
cf62916c9829bd3ad05104151eee856d6de7ca1c,603.0109796039908
6b8f4241357e65c0491cc0ef96396f811574134c,447.9283299720061
298806ed4313157d412e860ac3ea8833d6ca6970,0.4355408402228218
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,427.960003458178
4485f973590cff61be5ec78cb3032d5fdf25b809,0.4355408402228218
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,456.62133875000865
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.4355408402228218
8288badec4740382dbf7c33e4095cd4db0021bf7,421.8490318942261
5e139289eb167622f915eea3d1d6e49d15d1c873,484.14310540064093
fc050b2c8fa3446890fe1418332352177dd34506,445.5294476658814
8f309746992f374b4c2ea88f171233a9469ba649,443.3770857385103
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,460.22474994221557
