CO_PROVA_CN,IN_GESTANTE,NU_NOTA_LC,NU_NOTA_COMP1,TP_ESCOLA,TP_ANO_CONCLUIU,Q006,NU_IDADE,IN_SURDEZ,TP_LINGUA,NU_NOTA_COMP5,IN_CEGUEIRA,TP_ST_CONCLUSAO,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,CO_PROVA_LC,IN_SABATISTA,TP_SEXO,NU_NOTA_CN,IN_TREINEIRO,IN_DISLEXIA,IN_DISCALCULIA,NU_NOTA_COMP3,Q002,NU_NOTA_COMP4,TP_COR_RACA,TP_PRESENCA_CN,Q026,IN_BAIXA_VISAO,CO_PROVA_CH,Q025,TP_PRESENCA_CH,NU_NOTA_COMP2,TP_NACIONALIDADE,Q001,Q047,Q024,TP_STATUS_REDACAO,CO_PROVA_MT,NU_NOTA_REDACAO,NU_NOTA_CH,IN_IDOSO,TP_PRESENCA_LC,NU_NOTA_MT
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,2,0,C,17,0,1,0.0,0,2,35,SP,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,0.0,0,0,0,0.0,B,0.0,3,0,A,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,B,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,452.4,140.0,1,0,F,15,0,1,80.0,0,3,29,BA,01af53cd161a420fff1767129c10de560cc264dd,0,M,467.8,1,0,0,120.0,G,120.0,3,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,140.0,1,E,D,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,600.0,512.9,0,1,470.0
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,479.3,140.0,1,1,C,18,0,1,140.0,0,1,51,MT,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,407.8,0,0,0,120.0,E,120.0,3,1,A,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,B,1,120.0,1,B,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,640.0,559.8,0,1,435.4
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,518.0,160.0,1,8,C,24,0,1,80.0,0,1,31,MG,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,401.4,0,0,0,120.0,E,120.0,3,1,C,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,120.0,1,H,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,600.0,506.9,0,1,373.9
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,604.4,160.0,1,1,G,17,0,0,140.0,0,1,42,SC,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,M,448.9,0,0,0,140.0,G,140.0,1,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,140.0,1,E,B,D,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,720.0,639.2,0,1,542.4
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,521.8,120.0,2,0,E,18,0,1,40.0,0,2,13,AM,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,373.4,0,0,0,80.0,D,120.0,3,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,120.0,1,H,A,B,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,480.0,518.4,0,1,405.7
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,623.0,120.0,2,0,D,18,0,0,140.0,0,2,31,MG,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,M,560.8,0,0,0,120.0,C,120.0,1,1,C,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,120.0,1,B,A,C,1.0,767a32545304ed293242d528f54d4edb1369f910,620.0,586.9,0,1,555.6
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,603.1,120.0,1,0,H,16,0,0,40.0,0,3,41,PR,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,M,593.9,1,0,0,80.0,C,120.0,1,1,C,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,120.0,2,C,A,A,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,480.0,549.4,0,1,539.7
c87a85497686b3e7b3765f84a2ca95256f0f66aa,0,515.7,140.0,1,0,C,16,0,1,120.0,0,3,29,BA,fa86b01f07636b15adfd66b688c79934730721a6,0,F,498.2,1,0,0,120.0,E,120.0,2,1,A,0,0fb4772fc6ee9b951ade2fbe6699cc37985c422e,B,1,120.0,1,E,A,B,1.0,0e0082361eaceb6418bb17305a2b7912650b4783,620.0,619.9,0,1,390.3
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,578.4,120.0,2,0,D,18,0,1,120.0,0,2,21,MA,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,F,461.4,0,0,0,120.0,F,140.0,1,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,120.0,1,E,A,B,1.0,767a32545304ed293242d528f54d4edb1369f910,620.0,587.4,0,1,423.5
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,586.5,120.0,1,1,D,19,0,1,120.0,0,1,22,PI,01af53cd161a420fff1767129c10de560cc264dd,0,F,524.5,0,0,0,120.0,E,120.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,120.0,1,H,D,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,600.0,581.0,0,1,471.1
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,443.2,80.0,1,3,D,21,0,1,40.0,0,1,17,TO,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,412.6,0,0,0,60.0,G,60.0,2,1,B,0,909237ab0d84688e10c0470e2997348aff585273,A,1,80.0,1,D,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,320.0,396.3,0,1,354.6
69ed2ddcb151cfebe3d2ae372055335ac7c8c144,0,450.4,80.0,2,0,B,19,0,0,40.0,0,2,26,PE,9cbf6bf31d9d89a64ce2737ece4834fde4a95029,0,M,366.7,0,0,0,80.0,C,80.0,1,1,A,0,c95541bf218d7ff70572ca4bcb421edeff05c6d5,A,1,100.0,2,C,A,A,1.0,0ec1c8ac02d2747b6e9a99933fbf96127dd6e89e,380.0,424.2,0,1,345.7
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,536.4,80.0,1,0,C,18,0,1,20.0,0,3,23,CE,01af53cd161a420fff1767129c10de560cc264dd,0,F,440.3,0,0,0,120.0,H,80.0,2,1,A,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,A,1,120.0,1,H,A,A,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,420.0,493.9,0,1,443.8
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,1,D,18,0,1,0.0,0,1,51,MT,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,0.0,0,0,0,0.0,G,0.0,3,0,B,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,B,0,0.0,1,E,A,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,493.6,120.0,1,1,C,18,0,0,60.0,0,1,35,SP,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,377.9,0,0,0,80.0,E,100.0,1,1,B,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,100.0,1,E,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,460.0,527.3,0,1,629.3
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,577.4,100.0,1,2,D,21,0,1,100.0,0,1,52,GO,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,M,595.1,0,0,0,120.0,E,120.0,3,1,C,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,120.0,1,B,A,B,1.0,767a32545304ed293242d528f54d4edb1369f910,560.0,565.7,0,1,393.6
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,607.5,120.0,2,0,H,18,0,1,100.0,0,2,31,MG,01af53cd161a420fff1767129c10de560cc264dd,0,M,561.1,0,0,0,120.0,F,80.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,100.0,1,F,A,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,520.0,610.8,0,1,708.5
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,10,B,40,0,1,0.0,0,1,23,CE,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,D,0.0,3,0,B,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,B,0,0.0,1,C,C,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,527.4,120.0,1,1,B,20,0,1,100.0,0,1,15,PA,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,M,384.5,0,0,0,120.0,D,100.0,3,1,B,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,120.0,1,C,A,A,1.0,767a32545304ed293242d528f54d4edb1369f910,560.0,512.4,0,1,371.8
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,387.4,140.0,1,0,A,19,0,1,100.0,0,3,22,PI,01af53cd161a420fff1767129c10de560cc264dd,0,F,419.9,0,0,0,120.0,C,120.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,120.0,1,H,A,A,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,600.0,467.9,0,1,378.7
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,516.4,140.0,1,1,B,18,0,0,120.0,0,1,35,SP,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,460.9,0,0,0,120.0,D,120.0,1,1,B,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,140.0,1,B,A,A,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,640.0,468.0,0,1,468.5
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,3,C,25,0,1,0.0,0,1,42,SC,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,D,0.0,3,0,C,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,B,0,0.0,1,D,B,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,562.7,140.0,1,1,I,19,0,0,160.0,0,1,41,PR,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,F,596.2,0,0,0,160.0,F,160.0,1,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,160.0,1,G,D,B,1.0,767a32545304ed293242d528f54d4edb1369f910,780.0,610.4,0,1,728.3
